age,workclass,education_numeric,mariatal_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,census_income
68,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,40,United-States,>50K
55,Federal-gov,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,40,United-States,>50K
43,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
28,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,60,United-States,<=50K
21,Self-emp-not-inc,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,7,Divorced,Craft-repair,Not-in-family,White,Male,0,1876,46,United-States,<=50K
34,Private,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,2179,40,United-States,<=50K
57,Unemployed,5,Divorced,Unemployed,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,13,Divorced,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
21,State-gov,10,Never-married,Other-service,Own-child,Black,Female,0,0,12,United-States,<=50K
25,Private,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Mexico,<=50K
51,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
35,Private,13,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K
19,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
27,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,55,United-States,>50K
34,Private,10,Never-married,Sales,Other-relative,Black,Female,0,0,35,United-States,<=50K
33,Unemployed,9,Divorced,Unemployed,Unmarried,White,Female,0,0,32,United-States,<=50K
36,Private,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
33,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
60,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
47,Federal-gov,9,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,<=50K
42,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,75,United-States,>50K
34,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K
21,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,32,United-States,<=50K
30,Private,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,15,United-States,>50K
53,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K
34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Germany,<=50K
37,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
31,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
33,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
41,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
23,State-gov,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
65,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
30,Private,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
51,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,4064,0,55,United-States,<=50K
30,Local-gov,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
49,Private,14,Divorced,Sales,Not-in-family,White,Male,4787,0,45,United-States,>50K
37,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,3137,0,30,United-States,<=50K
42,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
62,Private,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K
67,Unemployed,9,Widowed,Unemployed,Not-in-family,White,Male,1086,0,35,United-States,<=50K
31,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,40,United-States,>50K
50,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States,>50K
33,Private,13,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,40,India,<=50K
27,Private,10,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K
31,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,Mexico,>50K
35,Private,10,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
55,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,6,United-States,>50K
54,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,35,United-States,>50K
56,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,>50K
21,Private,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
66,Private,4,Widowed,Other-service,Not-in-family,White,Female,0,0,20,Germany,<=50K
46,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
23,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<=50K
43,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,<=50K
52,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
59,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
36,Local-gov,11,Separated,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
33,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,35,United-States,<=50K
59,Unemployed,6,Widowed,Unemployed,Unmarried,White,Female,0,0,40,United-States,<=50K
42,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
62,Private,9,Widowed,Sales,Not-in-family,White,Female,0,0,43,United-States,<=50K
54,Private,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,4,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K
36,Private,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,45,United-States,<=50K
30,Private,9,Separated,Farming-fishing,Unmarried,White,Female,0,0,14,United-States,<=50K
46,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
32,Private,3,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,40,Laos,>50K
21,Private,10,Never-married,Sales,Other-relative,White,Male,0,0,64,United-States,<=50K
39,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
54,Private,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,<=50K
32,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3464,0,40,United-States,<=50K
23,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
42,Private,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Italy,<=50K
62,Unemployed,6,Widowed,Unemployed,Not-in-family,White,Female,0,0,30,United-States,<=50K
28,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
28,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
27,Private,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,35,United-States,<=50K
54,Private,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
19,Private,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
27,Private,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
30,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K
35,Private,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
66,Unemployed,5,Married-civ-spouse,Unemployed,Husband,White,Male,0,0,40,United-States,<=50K
19,Local-gov,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
32,Private,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,11,Never-married,Sales,Other-relative,Black,Male,0,0,65,United-States,<=50K
44,Private,10,Widowed,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
52,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
30,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
32,Self-emp-not-inc,9,Never-married,Other-service,Not-in-family,White,Female,0,0,60,United-States,<=50K
19,Self-emp-not-inc,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
33,Private,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,<=50K
20,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
61,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K
24,Private,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
31,Self-emp-not-inc,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
20,Unemployed,9,Never-married,Unemployed,Own-child,White,Female,0,0,20,United-States,<=50K
32,Private,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K
29,Private,12,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
61,Private,6,Divorced,Other-service,Not-in-family,White,Male,0,0,24,United-States,<=50K
48,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,50,United-States,<=50K
29,Federal-gov,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
61,Unemployed,8,Never-married,Unemployed,Not-in-family,Black,Male,0,0,52,United-States,<=50K
34,Private,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,48,United-States,<=50K
22,Private,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,<=50K
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Private,9,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,Hong,<=50K
35,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,8614,0,40,United-States,>50K
62,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Private,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
50,Private,9,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
34,Private,13,Never-married,Sales,Not-in-family,White,Male,99999,0,50,United-States,>50K
37,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
63,Private,2,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,44,Portugal,<=50K
35,Private,5,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
55,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
40,Private,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
25,Private,9,Married-civ-spouse,Sales,Husband,Other,Male,0,0,50,United-States,<=50K
51,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
54,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,55,United-States,>50K
47,Local-gov,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
26,Private,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
46,Private,11,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
24,Private,8,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
19,Private,4,Never-married,Adm-clerical,Own-child,White,Male,0,0,80,United-States,<=50K
35,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K
36,Local-gov,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0,35,United-States,<=50K
18,Private,8,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
46,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
30,Private,9,Never-married,Other-service,Unmarried,Black,Female,0,0,32,United-States,<=50K
29,Private,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
65,Private,9,Widowed,Other-service,Unmarried,Black,Female,0,0,20,Jamaica,<=50K
41,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
39,State-gov,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
21,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
31,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
33,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
28,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
32,Private,9,Never-married,Adm-clerical,Unmarried,Black,Female,2977,0,35,United-States,<=50K
32,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K
31,Private,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
41,Self-emp-not-inc,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
48,Private,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,45,Philippines,>50K
27,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
45,Private,9,Widowed,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K
34,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
17,Private,6,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,<=50K
25,Private,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,23,United-States,<=50K
34,Self-emp-inc,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,62,United-States,>50K
33,Private,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
21,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
22,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K
61,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,<=50K
40,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,>50K
58,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,12,United-States,<=50K
30,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States,<=50K
24,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K
52,Self-emp-not-inc,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
50,Private,9,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
49,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,30,United-States,<=50K
22,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
32,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,>50K
21,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
25,Private,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,50,United-States,<=50K
34,Self-emp-inc,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
48,Private,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
61,Unemployed,9,Divorced,Unemployed,Not-in-family,White,Female,0,0,99,United-States,<=50K
21,Private,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
20,Private,4,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,52,United-States,<=50K
30,State-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
44,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K
44,Private,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,60,United-States,<=50K
29,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
31,Private,15,Divorced,Tech-support,Not-in-family,White,Female,0,0,35,United-States,<=50K
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
37,Self-emp-not-inc,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,>50K
33,Self-emp-not-inc,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,55,United-States,<=50K
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28,Local-gov,12,Never-married,Craft-repair,Own-child,White,Male,0,0,5,United-States,<=50K
30,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,45,United-States,<=50K
41,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K
23,Private,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
19,Private,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,70,United-States,<=50K
48,Private,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,3781,0,50,Mexico,<=50K
26,State-gov,10,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
32,Private,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,>50K
26,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United-States,<=50K
36,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,55,United-States,>50K
49,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
33,Unemployed,9,Divorced,Unemployed,Not-in-family,Black,Male,0,1741,40,United-States,<=50K
54,Private,14,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,>50K
36,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,<=50K
41,Private,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,48,United-States,<=50K
27,Private,13,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
68,Unemployed,13,Married-civ-spouse,Unemployed,Husband,White,Male,0,2377,35,United-States,>50K
21,Unemployed,10,Never-married,Unemployed,Own-child,White,Male,0,0,75,United-States,<=50K
56,Unemployed,9,Divorced,Unemployed,Own-child,White,Male,0,0,40,United-States,<=50K
40,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
46,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Unemployed,5,Never-married,Unemployed,Own-child,White,Female,0,0,45,United-States,<=50K
43,Private,5,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
46,Private,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
51,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,<=50K
19,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
67,Local-gov,16,Never-married,Prof-specialty,Not-in-family,White,Female,7896,0,50,United-States,>50K
31,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
21,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
36,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
23,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,16,United-States,<=50K
62,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
31,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,50,United-States,>50K
52,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K
39,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K
55,Unemployed,9,Never-married,Unemployed,Not-in-family,White,Male,13550,0,40,United-States,>50K
38,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
36,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,7,Never-married,Sales,Own-child,Black,Female,0,0,15,United-States,<=50K
27,Private,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,10,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
43,State-gov,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
51,Private,7,Divorced,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
47,Private,13,Widowed,Priv-house-serv,Unmarried,White,Female,25236,0,35,United-States,>50K
49,State-gov,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,2258,50,United-States,>50K
34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
19,Unemployed,9,Never-married,Unemployed,Own-child,White,Male,0,0,60,United-States,<=50K
79,Federal-gov,16,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,6,United-States,>50K
28,State-gov,10,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
41,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
21,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
31,Self-emp-not-inc,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
23,Self-emp-inc,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
32,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Germany,<=50K
67,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
35,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
29,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
18,Private,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K
47,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,24,United-States,<=50K
22,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,48,United-States,<=50K
27,Unemployed,13,Married-spouse-absent,Unemployed,Not-in-family,White,Male,0,0,50,United-States,<=50K
28,Private,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,30,United-States,<=50K
32,Private,15,Married-civ-spouse,Sales,Husband,White,Male,4508,0,40,United-States,<=50K
40,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,55,Germany,>50K
23,Private,13,Never-married,Machine-op-inspct,Own-child,White,Female,0,1719,40,United-States,<=50K
25,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
44,Self-emp-inc,10,Never-married,Sales,Not-in-family,White,Male,0,2258,60,United-States,<=50K
43,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,>50K
31,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,55,United-States,>50K
33,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
29,Self-emp-not-inc,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
32,Unemployed,12,Never-married,Unemployed,Own-child,White,Male,0,0,40,United-States,<=50K
78,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1797,0,15,United-States,<=50K
64,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
58,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
55,Unemployed,8,Widowed,Unemployed,Not-in-family,White,Male,0,0,30,United-States,<=50K
20,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
35,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
27,Local-gov,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
