,age,workclass,eduacation,education_numeric,mariatal_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,census_income
27261,"(16.927, 27.429]",Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,40,United-States,<=50K
27262,"(58.714, 69.143]",Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,7,United-States,<=50K
27263,"(27.429, 37.857]",Private,10th,6,Never-married,Other-service,Unmarried,White,Female,0,0,15,United-States,<=50K
27264,"(16.927, 27.429]",Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
27265,"(16.927, 27.429]",Unemployed,HS-grad,9,Never-married,Unemployed,Unmarried,Black,Female,0,0,40,United-States,<=50K
27266,"(37.857, 48.286]",Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,<=50K
27267,"(58.714, 69.143]",Unemployed,Bachelors,13,Married-civ-spouse,Unemployed,Husband,White,Male,0,0,40,United-States,<=50K
27268,"(27.429, 37.857]",Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,1974,40,United-States,<=50K
27269,"(16.927, 27.429]",Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,United-States,<=50K
27270,"(37.857, 48.286]",Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
27271,"(27.429, 37.857]",Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,Honduras,<=50K
27272,"(48.286, 58.714]",Private,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
27273,"(58.714, 69.143]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,12,United-States,<=50K
27274,"(37.857, 48.286]",State-gov,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27275,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,114,0,40,United-States,<=50K
27276,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,<=50K
27277,"(27.429, 37.857]",Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Ecuador,<=50K
27278,"(16.927, 27.429]",Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
27279,"(16.927, 27.429]",Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
27280,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
27281,"(37.857, 48.286]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-States,<=50K
27282,"(27.429, 37.857]",Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States,>50K
27283,"(37.857, 48.286]",Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K
27284,"(16.927, 27.429]",Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
27285,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,>50K
27286,"(27.429, 37.857]",Self-emp-not-inc,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,5,United-States,<=50K
27287,"(37.857, 48.286]",Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
27288,"(16.927, 27.429]",Private,Bachelors,13,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,<=50K
27289,"(48.286, 58.714]",Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,1579,35,India,<=50K
27290,"(48.286, 58.714]",Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
27291,"(16.927, 27.429]",Private,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
27292,"(27.429, 37.857]",Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
27293,"(16.927, 27.429]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
27294,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,44,United-States,>50K
27295,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27296,"(16.927, 27.429]",Self-emp-not-inc,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,50,Mexico,<=50K
27297,"(16.927, 27.429]",Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
27298,"(27.429, 37.857]",State-gov,HS-grad,9,Divorced,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
27299,"(27.429, 37.857]",Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,<=50K
27300,"(37.857, 48.286]",Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,5178,0,48,United-States,>50K
27301,"(27.429, 37.857]",Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
27302,"(27.429, 37.857]",Private,11th,7,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
27303,"(27.429, 37.857]",Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,46,United-States,<=50K
27304,"(48.286, 58.714]",Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,22,United-States,<=50K
27305,"(27.429, 37.857]",Self-emp-not-inc,Bachelors,13,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
27306,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,60,Trinadad&Tobago,<=50K
27307,"(16.927, 27.429]",Private,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
27308,"(48.286, 58.714]",Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,23,United-States,<=50K
27309,"(37.857, 48.286]",Private,12th,8,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,50,United-States,<=50K
27310,"(48.286, 58.714]",State-gov,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Male,0,0,40,United-States,<=50K
27311,"(48.286, 58.714]",Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,70,Italy,<=50K
27312,"(37.857, 48.286]",Private,Bachelors,13,Married-spouse-absent,Other-service,Not-in-family,Other,Male,0,0,40,Mexico,<=50K
27313,"(37.857, 48.286]",Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,30,United-States,<=50K
27314,"(48.286, 58.714]",Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
27315,"(16.927, 27.429]",Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,50,Laos,<=50K
27316,"(27.429, 37.857]",State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
27317,"(69.143, 79.571]",Unemployed,Doctorate,16,Married-civ-spouse,Unemployed,Husband,White,Male,0,0,20,United-States,>50K
27318,"(37.857, 48.286]",Private,10th,6,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
27319,"(37.857, 48.286]",Self-emp-not-inc,Bachelors,13,Separated,Craft-repair,Unmarried,White,Male,0,0,35,United-States,<=50K
27320,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
27321,"(16.927, 27.429]",Unemployed,7th-8th,4,Never-married,Unemployed,Own-child,White,Male,0,0,40,United-States,<=50K
27322,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
27323,"(48.286, 58.714]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27324,"(27.429, 37.857]",Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
27325,"(27.429, 37.857]",Private,Assoc-voc,11,Separated,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
27326,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
27327,"(16.927, 27.429]",Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
27328,"(27.429, 37.857]",Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
27329,"(27.429, 37.857]",Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,40,Hong,>50K
27330,"(48.286, 58.714]",Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,2603,40,Greece,<=50K
27331,"(58.714, 69.143]",Unemployed,Bachelors,13,Never-married,Unemployed,Not-in-family,White,Male,0,0,7,United-States,>50K
27332,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Germany,>50K
27333,"(27.429, 37.857]",Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27334,"(48.286, 58.714]",Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
27335,"(27.429, 37.857]",Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27336,"(16.927, 27.429]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
27337,"(27.429, 37.857]",Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,<=50K
27338,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,40,South,<=50K
27339,"(48.286, 58.714]",Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
27340,"(37.857, 48.286]",Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
27341,"(16.927, 27.429]",Private,HS-grad,9,Married-spouse-absent,Exec-managerial,Other-relative,White,Female,0,0,60,United-States,<=50K
27342,"(58.714, 69.143]",Private,10th,6,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
27343,"(27.429, 37.857]",Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
27344,"(27.429, 37.857]",Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,Peru,<=50K
27345,"(48.286, 58.714]",Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
27346,"(37.857, 48.286]",Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
27347,"(37.857, 48.286]",Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
27348,"(16.927, 27.429]",Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,48,United-States,<=50K
27349,"(48.286, 58.714]",Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,2377,40,United-States,<=50K
27350,"(16.927, 27.429]",Unemployed,11th,7,Never-married,Unemployed,Own-child,Black,Female,0,0,20,United-States,<=50K
27351,"(37.857, 48.286]",Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,Black,Female,0,625,40,United-States,<=50K
27352,"(16.927, 27.429]",Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,42,United-States,<=50K
27353,"(27.429, 37.857]",Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K
27354,"(16.927, 27.429]",Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
27355,"(16.927, 27.429]",State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,12,United-States,<=50K
27356,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
27357,"(27.429, 37.857]",Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,<=50K
27358,"(37.857, 48.286]",Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K
27359,"(37.857, 48.286]",Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,20,United-States,<=50K
27360,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4064,0,60,United-States,<=50K
27361,"(16.927, 27.429]",Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
27362,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27363,"(58.714, 69.143]",State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,40,United-States,>50K
27364,"(27.429, 37.857]",Private,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,15,United-States,<=50K
27365,"(37.857, 48.286]",Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
27366,"(27.429, 37.857]",Private,10th,6,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
27367,"(16.927, 27.429]",Private,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,30,United-States,<=50K
27368,"(48.286, 58.714]",Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
27369,"(27.429, 37.857]",Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,25,Mexico,<=50K
27370,"(16.927, 27.429]",Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
27371,"(37.857, 48.286]",Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
27372,"(16.927, 27.429]",Private,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,0,0,40,United-States,<=50K
27373,"(69.143, 79.571]",Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
27374,"(37.857, 48.286]",State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
27375,"(37.857, 48.286]",State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
27376,"(58.714, 69.143]",Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,25,United-States,<=50K
27377,"(37.857, 48.286]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K
27378,"(58.714, 69.143]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
27379,"(37.857, 48.286]",Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
27380,"(37.857, 48.286]",Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K
27381,"(48.286, 58.714]",Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
27382,"(16.927, 27.429]",Unemployed,Some-college,10,Never-married,Unemployed,Own-child,White,Female,0,0,30,United-States,<=50K
27383,"(27.429, 37.857]",Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,2174,0,60,United-States,<=50K
27384,"(27.429, 37.857]",Private,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
27385,"(37.857, 48.286]",Private,11th,7,Divorced,Sales,Unmarried,White,Male,1506,0,50,Mexico,<=50K
27386,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27387,"(27.429, 37.857]",Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,England,<=50K
27388,"(16.927, 27.429]",Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
27389,"(37.857, 48.286]",State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27390,"(37.857, 48.286]",Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K
27391,"(16.927, 27.429]",Private,Assoc-acdm,12,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
27392,"(37.857, 48.286]",Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
27393,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
27394,"(27.429, 37.857]",Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
27395,"(27.429, 37.857]",Unemployed,HS-grad,9,Married-spouse-absent,Unemployed,Unmarried,Black,Male,0,0,50,United-States,<=50K
27396,"(37.857, 48.286]",Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
27397,"(27.429, 37.857]",Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,<=50K
27398,"(48.286, 58.714]",State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
27399,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
27400,"(27.429, 37.857]",Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
27401,"(27.429, 37.857]",Private,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,France,<=50K
27402,"(58.714, 69.143]",State-gov,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
27403,"(16.927, 27.429]",Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,38,United-States,<=50K
27404,"(58.714, 69.143]",Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
27405,"(16.927, 27.429]",Private,5th-6th,3,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K
27406,"(27.429, 37.857]",Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
27407,"(27.429, 37.857]",Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
27408,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
27409,"(27.429, 37.857]",Private,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
27410,"(48.286, 58.714]",Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
27411,"(37.857, 48.286]",Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K
27412,"(16.927, 27.429]",Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
27413,"(48.286, 58.714]",Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,>50K
27414,"(58.714, 69.143]",Private,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
27415,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
27416,"(16.927, 27.429]",Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
27417,"(58.714, 69.143]",Federal-gov,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,England,<=50K
27418,"(48.286, 58.714]",Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27419,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
27420,"(58.714, 69.143]",Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
27421,"(58.714, 69.143]",Private,5th-6th,3,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
27422,"(58.714, 69.143]",Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
27423,"(16.927, 27.429]",Federal-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
27424,"(16.927, 27.429]",Private,Bachelors,13,Never-married,Other-service,Own-child,Black,Female,0,0,30,United-States,<=50K
27425,"(37.857, 48.286]",State-gov,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
27426,"(16.927, 27.429]",Unemployed,12th,8,Never-married,Unemployed,Own-child,Black,Male,0,0,25,United-States,<=50K
27427,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,7298,0,40,United-States,>50K
27428,"(48.286, 58.714]",Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
27429,"(16.927, 27.429]",Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,1602,12,United-States,<=50K
27430,"(27.429, 37.857]",Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,1504,60,United-States,<=50K
27431,"(16.927, 27.429]",Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
27432,"(27.429, 37.857]",Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K
27433,"(27.429, 37.857]",Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,60,United-States,<=50K
27434,"(48.286, 58.714]",Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
27435,"(48.286, 58.714]",Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
27436,"(37.857, 48.286]",Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,45,United-States,<=50K
27437,"(37.857, 48.286]",Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K
27438,"(58.714, 69.143]",Private,Some-college,10,Widowed,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
27439,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,United-States,>50K
27440,"(48.286, 58.714]",Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,>50K
27441,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Mexico,<=50K
27442,"(37.857, 48.286]",Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
27443,"(16.927, 27.429]",Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
27444,"(27.429, 37.857]",Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
27445,"(58.714, 69.143]",Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
27446,"(27.429, 37.857]",State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
27447,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
27448,"(27.429, 37.857]",Private,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,48,United-States,<=50K
27449,"(48.286, 58.714]",Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
27450,"(27.429, 37.857]",Private,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Male,0,2444,42,United-States,>50K
27451,"(16.927, 27.429]",Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
27452,"(16.927, 27.429]",Unemployed,Some-college,10,Divorced,Unemployed,Not-in-family,White,Female,0,0,40,United-States,<=50K
27453,"(27.429, 37.857]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,<=50K
27454,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,Black,Female,0,0,40,United-States,<=50K
27455,"(16.927, 27.429]",Private,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
27456,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,United-States,>50K
27457,"(27.429, 37.857]",Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
27458,"(27.429, 37.857]",Local-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27459,"(37.857, 48.286]",Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,0,0,25,United-States,<=50K
27460,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,United-States,<=50K
27461,"(58.714, 69.143]",Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,27,United-States,<=50K
27462,"(58.714, 69.143]",Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,16,United-States,<=50K
27463,"(16.927, 27.429]",Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
27464,"(27.429, 37.857]",Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Own-child,White,Male,5178,0,50,United-States,>50K
27465,"(37.857, 48.286]",Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
27466,"(58.714, 69.143]",Unemployed,HS-grad,9,Widowed,Unemployed,Not-in-family,White,Female,0,0,20,United-States,<=50K
27467,"(16.927, 27.429]",Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
